	Identifier	PE	GRAVY	Description
1545	NX_Q8NHA8-1	3	0.6400593471810092	"NX_Q8NHA8-1 nP20K
OR1F12 OR1F12
Olfactory receptor
1F12 isoform Iso 1
PE=3"
1546	NX_Q8NHB1-1	2	0.7396825396825407	"NX_Q8NHB1-1 nP20K
OR2V1 OR2V1
Olfactory receptor
2V1 isoform Iso 1
PE=2"
1547	NX_Q8NHB7-1	2	0.6376623376623376	"NX_Q8NHB7-1 nP20K
OR5K1 OR5K1
Olfactory receptor
5K1 isoform Iso 1
PE=2"
1548	NX_Q8NHB8-1	2	0.6778481012658226	"NX_Q8NHB8-1 nP20K
OR5K2 OR5K2
Olfactory receptor
5K2 isoform Iso 1
PE=2"
1549	NX_Q8NHC4-1	2	0.8796116504854371	"NX_Q8NHC4-1 nP20K
OR10J5 OR10J5
Olfactory receptor
10J5 isoform Iso 1
PE=2"
1550	NX_Q8NHC5-1	2	0.8708737864077678	"NX_Q8NHC5-1 nP20K
OR14A16 OR14A16
Olfactory receptor
14A16 isoform Iso 1
PE=2"
1551	NX_Q8NHC7-1	2	0.7855769230769233	"NX_Q8NHC7-1 nP20K
OR14C36 OR14C36
Olfactory receptor
14C36 isoform Iso 1
PE=2"
1552	NX_Q8NHC8-1	3	0.6607142857142867	"NX_Q8NHC8-1 nP20K
OR2T6 OR2T6
Olfactory receptor
2T6 isoform Iso 1
PE=3"
1553	NX_Q8NHE4-1	2	0.9358024691358019	"NX_Q8NHE4-1 nP20K
ATP6V0E2 ATP6V0E2
V-type proton ATPase
subunit e 2 isoform
Iso 1 PE=2"
1554	NX_Q8NHK3-1	3	-0.24453333333333352	"NX_Q8NHK3-1 nP20K
KIR2DL5B KIR2DL5B
Killer cell
immunoglobulin-like
receptor 2DL5B
isoform Iso 1 PE=3"
1555	NX_Q8NHS1-1	2	0.7011976047904188	"NX_Q8NHS1-1 nP20K
CLDND2 CLDND2
Claudin domain-
containing protein 2
isoform Iso 1 PE=2"
1556	NX_Q8NHV5-1	2	0.7874251497005985	"NX_Q8NHV5-1 nP20K
MOSMO MOSMO
Modulator of
smoothened protein
isoform Iso 1 PE=2"
1557	NX_Q8NHW6-1	2	0.04382022471910113	"NX_Q8NHW6-1 nP20K
OTOS OTOS
Otospiralin isoform
Iso 1 PE=2"
1558	NX_Q8NHZ7-1	2	-0.6086538461538465	"NX_Q8NHZ7-1 nP20K
MBD3L2 MBD3L2
Methyl-CpG-binding
domain protein
3-like 2 isoform Iso
1 PE=2"
1559	NX_Q8TAV5-1	2	-0.44206896551724134	"NX_Q8TAV5-1 nP20K
C11orf45 C11orf45
Putative
uncharacterized
protein C11orf45
isoform Iso 1 PE=2"
1560	NX_Q8TAY7-1	2	-0.7405904059040598	"NX_Q8TAY7-1 nP20K
FAM110D FAM110D
Protein FAM110D
isoform Iso 1 PE=2"
1561	NX_Q8TB33-1	4	-0.43510638297872334	"NX_Q8TB33-1 nP20K
LINC01560 LINC01560
Putative
uncharacterized
protein encoded by
LINC01560 isoform
Iso 1 PE=4"
1562	NX_Q8TBE1-1	2	0.5999999999999996	"NX_Q8TBE1-1 nP20K
CNIH3 CNIH3 Protein
cornichon homolog 3
isoform Iso 1 PE=2"
1563	NX_Q8TBE3-1	2	-0.18571428571428572	"NX_Q8TBE3-1 nP20K
FNDC9 FNDC9
Fibronectin type III
domain-containing
protein 9 isoform
Iso 1 PE=2"
1564	NX_Q8TC17-1	2	-0.6355932203389831	"NX_Q8TC17-1 nP20K
GRAPL GRAPL
GRB2-related adapter
protein-like isoform
Iso 1 PE=2"
1565	NX_Q8TC21-1	2	-0.7803571428571416	"NX_Q8TC21-1 nP20K
ZNF596 ZNF596 Zinc
finger protein 596
isoform Iso 1 PE=2"
1566	NX_Q8TCB6-1	2	0.7555205047318616	"NX_Q8TCB6-1 nP20K
OR51E1 OR51E1
Olfactory receptor
51E1 isoform Iso 1
PE=2"
1567	NX_Q8TCH9-1	2	-0.22734375000000004	"NX_Q8TCH9-1 nP20K
Putative
uncharacterized
protein FLJ23865
isoform Iso 1
Putative
uncharacterized
protein FLJ23865
isoform Iso 1
Putative
uncharacterized
protein FLJ23865
isoform Iso 1 PE=2"
1568	NX_Q8TCU3-1	2	0.806595744680852	"NX_Q8TCU3-1 nP20K
SLC7A13 SLC7A13
Solute carrier
family 7 member 13
isoform Iso 1 PE=2"
1569	NX_Q8TCY0-1	2	-0.01323529411764712	"NX_Q8TCY0-1 nP20K
SMIM11B SMIM11B
Small integral
membrane protein 11B
isoform Iso 1 PE=2"
1570	NX_Q8TD33-1	2	0.13578947368421065	"NX_Q8TD33-1 nP20K
SCGB1C1 SCGB1C1
Secretoglobin family
1C member 1 isoform
Iso 1 PE=2"
1571	NX_Q8TD47-1	2	-0.21216730038022794	"NX_Q8TD47-1 nP20K
RPS4Y2 RPS4Y2 40S
ribosomal protein
S4, Y isoform 2
isoform Iso 1 PE=2"
1572	NX_Q8TD86-1	2	-0.6044198895027628	"NX_Q8TD86-1 nP20K
CALML6 CALML6
Calmodulin-like
protein 6 isoform
Iso 1 PE=2"
1573	NX_Q8TD90-1	2	-0.4239005736137665	"NX_Q8TD90-1 nP20K
MAGEE2 MAGEE2
Melanoma-associated
antigen E2 isoform
Iso 1 PE=2"
1574	NX_Q8TD94-1	2	-0.474922600619195	"NX_Q8TD94-1 nP20K
KLF14 KLF14
Krueppel-like factor
14 isoform Iso 1
PE=2"
1575	NX_Q8TDG2-1	2	-0.0029255319148936538	"NX_Q8TDG2-1 nP20K
ACTRT1 ACTRT1 Actin-
related protein T1
isoform Iso 1 PE=2"
1576	NX_Q8TDI7-1	2	-0.3566225165562894	"NX_Q8TDI7-1 nP20K
TMC2 TMC2
Transmembrane
channel-like protein
2 isoform Iso 1 PE=2"
1577	NX_Q8TDS7-1	2	0.4654205607476633	"NX_Q8TDS7-1 nP20K
MRGPRD MRGPRD Mas-
related G-protein
coupled receptor
member D isoform Iso
1 PE=2"
1578	NX_Q8TDV0-1	2	0.17875894988066865	"NX_Q8TDV0-1 nP20K
GPR151 GPR151
G-protein coupled
receptor 151 isoform
Iso 1 PE=2"
1579	NX_Q8TDV2-1	2	0.6397694524495684	"NX_Q8TDV2-1 nP20K
GPR148 GPR148
Probable G-protein
coupled receptor 148
isoform Iso 1 PE=2"
1580	NX_Q8TE23-1	2	0.20452920143027417	"NX_Q8TE23-1 nP20K
TAS1R2 TAS1R2 Taste
receptor type 1
member 2 isoform Iso
1 PE=2"
1581	NX_Q8TEV8-1	2	-0.40428571428571447	"NX_Q8TEV8-1 nP20K
SMCR5 SMCR5 Smith-
Magenis syndrome
chromosomal region
candidate gene 5
protein isoform Iso
1 PE=2"
1582	NX_Q8TF08-1	2	-0.11851851851851845	"NX_Q8TF08-1 nP20K
COX7B2 COX7B2
Cytochrome c oxidase
subunit 7B2,
mitochondrial
isoform Iso 1 PE=2"
1583	NX_Q8TF27-1	2	-0.43181818181818155	"NX_Q8TF27-1 nP20K
AGAP11 AGAP11 Arf-
GAP with GTPase, ANK
repeat and PH
domain-containing
protein 11 isoform
Iso 1 PE=2"
1584	NX_Q8WTR8-1	2	-0.4339468302658483	"NX_Q8WTR8-1 nP20K
NTN5 NTN5 Netrin-5
isoform Iso 1 PE=2"
1585	NX_Q8WTZ3-1	2	-0.43487394957983216	"NX_Q8WTZ3-1 nP20K
Zinc finger protein
ENSP00000375192
isoform Iso 1 Zinc
finger protein
ENSP00000375192
isoform Iso 1 Zinc
finger protein
ENSP00000375192
isoform Iso 1 PE=2"
1586	NX_Q8WU49-1	2	-0.4836158192090396	"NX_Q8WU49-1 nP20K
C7orf33 C7orf33
Uncharacterized
protein C7orf33
isoform Iso 1 PE=2"
1587	NX_Q8WUS8-1	2	-0.07073791348600542	"NX_Q8WUS8-1 nP20K
SDR42E1 SDR42E1
Short-chain dehydrog
enase/reductase
family 42E member 1
isoform Iso 1 PE=2"
1588	NX_Q8WV15-1	2	0.34202453987730086	"NX_Q8WV15-1 nP20K
TMEM255B TMEM255B
Transmembrane
protein 255B isoform
Iso 1 PE=2"
1589	NX_Q8WWF1-1	2	-0.0801526717557251	"NX_Q8WWF1-1 nP20K
C1orf54 C1orf54
Uncharacterized
protein C1orf54
isoform Iso 1 PE=2"
1590	NX_Q8WWM1-1	2	-1.2231481481481485	"NX_Q8WWM1-1 nP20K
XAGE5 XAGE5 X
antigen family
member 5 isoform Iso
1 PE=2"
1591	NX_Q8WWZ4-1	2	0.08003888528839974	"NX_Q8WWZ4-1 nP20K
ABCA10 ABCA10 ATP-
binding cassette
sub-family A member
10 isoform Iso 1
PE=2"
1592	NX_Q8WX39-1	2	-0.29715909090909093	"NX_Q8WX39-1 nP20K
LCN9 LCN9
Epididymal-specific
lipocalin-9 isoform
Iso 1 PE=2"
1593	NX_Q8WXF5-1	2	-0.5719780219780224	"NX_Q8WXF5-1 nP20K
CRYGN CRYGN Gamma-
crystallin N isoform
Iso 1 PE=2"
1594	NX_Q8WXH6-1	2	-0.17184115523465707	"NX_Q8WXH6-1 nP20K
RAB40A RAB40A Ras-
related protein
Rab-40A isoform Iso
1 PE=2"
1595	NX_Q8WXK1-1	2	-0.14030612244898022	"NX_Q8WXK1-1 nP20K
ASB15 ASB15 Ankyrin
repeat and SOCS box
protein 15 isoform
Iso 1 PE=2"
1596	NX_Q8WXQ3-1	2	-0.3719135802469137	"NX_Q8WXQ3-1 nP20K
LINC01599 LINC01599
Putative
uncharacterized
protein encoded by
LINC01599 isoform
Iso 1 PE=2"
1597	NX_Q8WXT5-1	2	-0.613942307692306	"NX_Q8WXT5-1 nP20K
FOXD4L4 FOXD4L4
Forkhead box protein
D4-like 4 isoform
Iso 1 PE=2"
1598	NX_Q8WY50-1	2	-0.37066666666666725	"NX_Q8WY50-1 nP20K
PLAC4 PLAC4
Placenta-specific
protein 4 isoform
Iso 1 PE=2"
1599	NX_Q8WZ26-1	2	0.14776119402985086	"NX_Q8WZ26-1 nP20K
Putative
uncharacterized
protein PP6455
isoform Iso 1
Putative
uncharacterized
protein PP6455
isoform Iso 1
Putative
uncharacterized
protein PP6455
isoform Iso 1 PE=2"
1600	NX_Q8WZ69-1	2	-0.08755760368663604	"NX_Q8WZ69-1 nP20K
C11orf40 C11orf40
Putative
uncharacterized
protein C11orf40
isoform Iso 1 PE=2"
1601	NX_Q8WZ79-1	2	-0.4772853185595572	"NX_Q8WZ79-1 nP20K
DNASE2B DNASE2B Deox
yribonuclease-2-beta
isoform Iso 1 PE=2"
1602	NX_Q8WZ84-1	2	0.8217532467532472	"NX_Q8WZ84-1 nP20K
OR8D1 OR8D1
Olfactory receptor
8D1 isoform Iso 1
PE=2"
1603	NX_Q8WZ92-1	2	0.76055900621118	"NX_Q8WZ92-1 nP20K
OR5P2 OR5P2
Olfactory receptor
5P2 isoform Iso 1
PE=2"
1604	NX_Q8WZ94-1	2	0.8009646302250804	"NX_Q8WZ94-1 nP20K
OR5P3 OR5P3
Olfactory receptor
5P3 isoform Iso 1
PE=2"
1605	NX_Q8WZA6-1	3	0.7163265306122454	"NX_Q8WZA6-1 nP20K
OR1E3 OR1E3
Olfactory receptor
1E3 isoform Iso 1
PE=3"
1606	NX_Q92617-1	2	-0.8127619047619061	"NX_Q92617-1 nP20K
NPIPB3 NPIPB3
Nuclear pore
complex-interacting
protein family
member B3 isoform
Iso 1 PE=2"
1607	NX_Q92858-1	2	-0.7629943502824854	"NX_Q92858-1 nP20K
ATOH1 ATOH1 Protein
atonal homolog 1
isoform Iso 1 PE=2"
1608	NX_Q92914-1	2	-0.36666666666666664	"NX_Q92914-1 nP20K
FGF11 FGF11
Fibroblast growth
factor 11 isoform
Iso 1 PE=2"
1609	NX_Q92952-1	2	-0.11344383057090264	"NX_Q92952-1 nP20K
KCNN1 KCNN1 Small
conductance calcium-
activated potassium
channel protein 1
isoform Iso 1 PE=2"
1610	NX_Q93098-1	2	-0.41623931623931665	"NX_Q93098-1 nP20K
WNT8B WNT8B Protein
Wnt-8b isoform Iso 1
PE=2"
1611	NX_Q969H9-1	2	-0.3221153846153847	"NX_Q969H9-1 nP20K
DIRC1 DIRC1
Disrupted in renal
carcinoma protein 1
isoform Iso 1 PE=2"
1612	NX_Q969M2-1	2	-0.36206261510128923	"NX_Q969M2-1 nP20K
GJA10 GJA10 Gap
junction alpha-10
protein isoform Iso
1 PE=2"
1613	NX_Q969N4-1	2	0.7467836257309942	"NX_Q969N4-1 nP20K
TAAR8 TAAR8 Trace
amine-associated
receptor 8 isoform
Iso 1 PE=2"
1614	NX_Q96A28-1	2	-0.13702422145328721	"NX_Q96A28-1 nP20K
SLAMF9 SLAMF9 SLAM
family member 9
isoform Iso 1 PE=2"
1615	NX_Q96A99-1	2	-0.2991631799163175	"NX_Q96A99-1 nP20K
PTX4 PTX4
Pentraxin-4 isoform
Iso 2 PE=2"
1616	NX_Q96AQ2-1	2	0.6520547945205477	"NX_Q96AQ2-1 nP20K
TMEM125 TMEM125
Transmembrane
protein 125 isoform
Iso 1 PE=2"
1617	NX_Q96BT1-1	2	-0.8636986301369858	"NX_Q96BT1-1 nP20K
C3orf49 C3orf49
Putative
uncharacterized
protein C3orf49
isoform Iso 1 PE=2"
1618	NX_Q96CB5-1	2	-0.5616352201257867	"NX_Q96CB5-1 nP20K
C8orf44 C8orf44
Putative
uncharacterized
protein C8orf44
isoform Iso 1 PE=2"
1619	NX_Q96CE8-1	2	0.786069651741293	"NX_Q96CE8-1 nP20K
TM4SF18 TM4SF18
Transmembrane 4 L6
family member 18
isoform Iso 1 PE=2"
1620	NX_Q96CH1-1	2	0.4726726726726734	"NX_Q96CH1-1 nP20K
GPR146 GPR146
Probable G-protein
coupled receptor 146
isoform Iso 1 PE=2"
1621	NX_Q96DE9-1	2	-0.18291139240506327	"NX_Q96DE9-1 nP20K
CXorf40B CXorf40B
Protein CXorf40B
isoform Iso 1 PE=2"
1622	NX_Q96DS6-1	2	0.236734693877551	"NX_Q96DS6-1 nP20K
MS4A6E MS4A6E
Membrane-spanning
4-domains subfamily
A member 6E isoform
Iso 1 PE=2"
1623	NX_Q96DZ7-1	2	0.7856459330143536	"NX_Q96DZ7-1 nP20K
TM4SF19 TM4SF19
Transmembrane 4 L6
family member 19
isoform Iso 1 PE=2"
1624	NX_Q96EF9-1	2	-0.34520547945205554	"NX_Q96EF9-1 nP20K
ZHX1-C8orf76
ZHX1-C8orf76 Zinc
fingers and
homeoboxes protein
1, isoform 2 isoform
Iso 2 PE=2"
1625	NX_Q96EH8-1	2	-0.054961832061068625	"NX_Q96EH8-1 nP20K
NEURL3 NEURL3 E3
ubiquitin-protein
ligase NEURL3
isoform Iso 1 PE=2"
1626	NX_Q96EZ4-1	2	0.05814696485623003	"NX_Q96EZ4-1 nP20K
MYEOV MYEOV Myeloma-
overexpressed gene
protein isoform Iso
1 PE=2"
1627	NX_Q96FA7-1	2	-0.27288135593220336	"NX_Q96FA7-1 nP20K
ZBED6CL ZBED6CL
ZBED6 C-terminal-
like protein isoform
Iso 1 PE=2"
1628	NX_Q96G79-1	2	0.6972222222222226	"NX_Q96G79-1 nP20K
SLC35A4 SLC35A4
Probable UDP-sugar
transporter protein
SLC35A4 isoform Iso
1 PE=2"
1629	NX_Q96HE8-1	2	0.2217592592592591	"NX_Q96HE8-1 nP20K
TMEM80 TMEM80
Transmembrane
protein 80 isoform
Iso 1 PE=2"
1630	NX_Q96J86-1	2	0.09025974025974015	"NX_Q96J86-1 nP20K
CYYR1 CYYR1 Cysteine
and tyrosine-rich
protein 1 isoform
Iso 1 PE=2"
1631	NX_Q96JA4-1	2	-0.7151693667157577	"NX_Q96JA4-1 nP20K
MS4A14 MS4A14
Membrane-spanning
4-domains subfamily
A member 14 isoform
Iso 1 PE=2"
1632	NX_Q96JC4-1	2	-0.9614503816793871	"NX_Q96JC4-1 nP20K
ZNF479 ZNF479 Zinc
finger protein 479
isoform Iso 1 PE=2"
1633	NX_Q96KD3-1	2	-0.366279069767442	"NX_Q96KD3-1 nP20K
FAM71F1 FAM71F1
Protein FAM71F1
isoform Iso 1 PE=2"
1634	NX_Q96KF2-1	2	-0.5052631578947367	"NX_Q96KF2-1 nP20K
PRAC1 PRAC1 Small
nuclear protein
PRAC1 isoform Iso 1
PE=2"
1635	NX_Q96KH6-1	2	0.25337078651685396	"NX_Q96KH6-1 nP20K
C18orf12 C18orf12
Uncharacterized
protein C18orf12
isoform Iso 1 PE=2"
1636	NX_Q96KJ4-1	2	0.09501424501424441	"NX_Q96KJ4-1 nP20K
MSLNL MSLNL
Mesothelin-like
protein isoform Iso
1 PE=2"
1637	NX_Q96KK4-1	2	0.8141025641025649	"NX_Q96KK4-1 nP20K
OR10C1 OR10C1
Olfactory receptor
10C1 isoform Iso 1
PE=2"
1638	NX_Q96KN9-1	2	-0.21027027027027057	"NX_Q96KN9-1 nP20K
GJD4 GJD4 Gap
junction delta-4
protein isoform Iso
1 PE=2"
1639	NX_Q96KT0-1	4	-0.6586538461538463	"NX_Q96KT0-1 nP20K
FAM167A-AS1
FAM167A-AS1
Uncharacterized
protein FAM167A-AS1
isoform Iso 1 PE=4"
1640	NX_Q96KT7-1	2	0.7434911242603554	"NX_Q96KT7-1 nP20K
SLC35G5 SLC35G5
Solute carrier
family 35 member G5
isoform Iso 1 PE=2"
1641	NX_Q96KX1-1	2	-0.3606837606837608	"NX_Q96KX1-1 nP20K
C4orf36 C4orf36
Uncharacterized
protein C4orf36
isoform Iso 1 PE=2"
1642	NX_Q96L11-1	2	-0.09754098360655754	"NX_Q96L11-1 nP20K
LLCFC1 LLCFC1 LLLL
and CFNLAS motif-
containing protein 1
isoform Iso 1 PE=2"
1643	NX_Q96LA9-1	2	0.6680124223602488	"NX_Q96LA9-1 nP20K
MRGPRX4 MRGPRX4 Mas-
related G-protein
coupled receptor
member X4 isoform
Iso 1 PE=2"
1644	NX_Q96LB0-1	2	0.6670807453416154	"NX_Q96LB0-1 nP20K
MRGPRX3 MRGPRX3 Mas-
related G-protein
coupled receptor
member X3 isoform
Iso 1 PE=2"
1645	NX_Q96LI9-1	2	-0.5189759036144578	"NX_Q96LI9-1 nP20K
CXorf58 CXorf58
Putative
uncharacterized
protein CXorf58
isoform Iso 1 PE=2"
1646	NX_Q96LL3-1	2	0.2848484848484847	"NX_Q96LL3-1 nP20K
C16orf92 C16orf92
Uncharacterized
protein C16orf92
isoform Iso 1 PE=2"
1647	NX_Q96LM9-1	2	-0.1563758389261745	"NX_Q96LM9-1 nP20K
C20orf173 C20orf173
Uncharacterized
protein C20orf173
isoform Iso 1 PE=2"
1648	NX_Q96LP6-1	2	-0.5472222222222214	"NX_Q96LP6-1 nP20K
C12orf42 C12orf42
Uncharacterized
protein C12orf42
isoform Iso 1 PE=2"
1649	NX_Q96LR9-1	2	-0.06057347670250903	"NX_Q96LR9-1 nP20K
APOLD1 APOLD1
Apolipoprotein L
domain-containing
protein 1 isoform
Iso 1 PE=2"
1650	NX_Q96LS8-1	2	-0.6408805031446544	"NX_Q96LS8-1 nP20K
C2orf48 C2orf48
Uncharacterized
protein C2orf48
isoform Iso 1 PE=2"
1651	NX_Q96LU7-1	2	-0.3897802197802191	"NX_Q96LU7-1 nP20K
MYRFL MYRFL Myelin
regulatory factor-
like protein isoform
Iso 1 PE=2"
1652	NX_Q96LW2-1	2	-0.08439024390243918	"NX_Q96LW2-1 nP20K
RSKR RSKR Ribosomal
protein S6 kinase-
related protein
isoform Iso 1 PE=2"
1653	NX_Q96LY2-1	2	-0.8681578947368415	"NX_Q96LY2-1 nP20K
CCDC74B CCDC74B
Coiled-coil domain-
containing protein
74B isoform Iso 1
PE=2"
1654	NX_Q96M15-1	2	-0.1321678321678321	"NX_Q96M15-1 nP20K
IGF2BP2-AS1
IGF2BP2-AS1 Putative
uncharacterized
protein IGF2BP2-AS1
isoform Iso 1 PE=2"
1655	NX_Q96M43-1	2	-0.8807210031347971	"NX_Q96M43-1 nP20K
NBPF4 NBPF4
Neuroblastoma
breakpoint family
member 4 isoform Iso
1 PE=2"
1656	NX_Q96M53-1	2	-0.7091168091168086	"NX_Q96M53-1 nP20K
TBATA TBATA Protein
TBATA isoform Iso 1
PE=2"
1657	NX_Q96M66-1	2	-0.8932989690721651	"NX_Q96M66-1 nP20K
Putative
uncharacterized
protein FLJ32790
isoform Iso 1
Putative
uncharacterized
protein FLJ32790
isoform Iso 1
Putative
uncharacterized
protein FLJ32790
isoform Iso 1 PE=2"
1658	NX_Q96M78-1	2	-0.26204379562043806	"NX_Q96M78-1 nP20K
FER1L6-AS2
FER1L6-AS2 Putative
uncharacterized
protein encoded by
FER1L6-AS2 isoform
Iso 1 PE=2"
1659	NX_Q96M85-1	2	-0.5768361581920907	"NX_Q96M85-1 nP20K
Putative
uncharacterized
protein FLJ32756
isoform Iso 1
Putative
uncharacterized
protein FLJ32756
isoform Iso 1
Putative
uncharacterized
protein FLJ32756
isoform Iso 1 PE=2"
1660	NX_Q96MC9-1	2	-0.6211111111111116	"NX_Q96MC9-1 nP20K
C1orf147 C1orf147
Uncharacterized
protein C1orf147
isoform Iso 1 PE=2"
1661	NX_Q96MR9-1	2	-0.6934177215189858	"NX_Q96MR9-1 nP20K
ZNF560 ZNF560 Zinc
finger protein 560
isoform Iso 1 PE=2"
1662	NX_Q96MT0-1	2	0.18711656441717803	"NX_Q96MT0-1 nP20K
Putative
uncharacterized
protein FLJ31958
isoform Iso 1
Putative
uncharacterized
protein FLJ31958
isoform Iso 1
Putative
uncharacterized
protein FLJ31958
isoform Iso 1 PE=2"
1663	NX_Q96MU5-1	2	-0.25102880658436216	"NX_Q96MU5-1 nP20K
C17orf77 C17orf77
Uncharacterized
protein C17orf77
isoform Iso 1 PE=2"
1664	NX_Q96N22-1	2	-0.9986046511627884	"NX_Q96N22-1 nP20K
ZNF681 ZNF681 Zinc
finger protein 681
isoform Iso 1 PE=2"
1665	NX_Q96N87-1	2	0.3222929936305745	"NX_Q96N87-1 nP20K
SLC6A18 SLC6A18
Inactive sodium-
dependent neutral
amino acid
transporter B(0)AT3
isoform Iso 1 PE=2"
1666	NX_Q96NF6-1	2	0.09782608695652151	"NX_Q96NF6-1 nP20K
C8orf49 C8orf49
Putative
uncharacterized
protein C8orf49
isoform Iso 1 PE=2"
1667	NX_Q96NG8-1	2	-0.8473887814313333	"NX_Q96NG8-1 nP20K
ZNF582 ZNF582 Zinc
finger protein 582
isoform Iso 1 PE=2"
1668	NX_Q96NJ1-1	2	-0.41214285714285703	"NX_Q96NJ1-1 nP20K
Uncharacterized
protein FLJ30774
isoform Iso 1
Uncharacterized
protein FLJ30774
isoform Iso 1
Uncharacterized
protein FLJ30774
isoform Iso 1 PE=2"
1669	NX_Q96NJ5-1	2	-0.14000000000000007	"NX_Q96NJ5-1 nP20K
KLHL32 KLHL32 Kelch-
like protein 32
isoform Iso 1 PE=2"
1670	NX_Q96NR2-1	2	-0.7656716417910447	"NX_Q96NR2-1 nP20K
MIR1-1HG-AS1
MIR1-1HG-AS1
Putative MIR1-1HG-
AS1 isoform Iso 1
PE=2"
1671	NX_Q96NR3-1	2	0.1520270270270271	"NX_Q96NR3-1 nP20K
PTCHD1 PTCHD1
Patched domain-
containing protein 1
isoform Iso 1 PE=2"
1672	NX_Q96P64-1	2	-0.473152337858219	"NX_Q96P64-1 nP20K
AGAP4 AGAP4 Arf-GAP
with GTPase, ANK
repeat and PH
domain-containing
protein 4 isoform
Iso 1 PE=2"
1673	NX_Q96P65-1	2	0.2665893271461715	"NX_Q96P65-1 nP20K
QRFPR QRFPR
Pyroglutamylated RF-
amide peptide
receptor isoform Iso
1 PE=2"
1674	NX_Q96P67-1	2	0.4336309523809527	"NX_Q96P67-1 nP20K
GPR82 GPR82 Probable
G-protein coupled
receptor 82 isoform
Iso 1 PE=2"
1675	NX_Q96P68-1	2	0.5783382789317514	"NX_Q96P68-1 nP20K
OXGR1 OXGR1
2-oxoglutarate
receptor 1 isoform
Iso 1 PE=2"
1676	NX_Q96PD6-1	2	-0.016119402985074617	"NX_Q96PD6-1 nP20K
MOGAT1 MOGAT1
2-acylglycerol
O-acyltransferase 1
isoform Iso 1 PE=2"
1677	NX_Q96PE6-1	2	-1.0586864406779635	"NX_Q96PE6-1 nP20K
ZIM3 ZIM3 Zinc
finger imprinted 3
isoform Iso 1 PE=2"
1678	NX_Q96PG1-1	2	0.07500000000000007	"NX_Q96PG1-1 nP20K
MS4A4E MS4A4E
Putative membrane-
spanning 4-domains
subfamily A member
4E isoform Iso 1
PE=2"
1679	NX_Q96PI1-1	2	-1.4544303797468359	"NX_Q96PI1-1 nP20K
SPRR4 SPRR4 Small
proline-rich protein
4 isoform Iso 1 PE=2"
1680	NX_Q96PL2-1	2	0.01914893617021289	"NX_Q96PL2-1 nP20K
TECTB TECTB Beta-
tectorin isoform Iso
1 PE=2"
1681	NX_Q96PS1-1	2	-0.30225988700564976	"NX_Q96PS1-1 nP20K
FANCD2OS FANCD2OS
FANCD2 opposite
strand protein
isoform Iso 1 PE=2"
1682	NX_Q96PS6-1	4	0.44459459459459455	"NX_Q96PS6-1 nP20K
GAFA1 GAFA1 Putative
uncharacterized
protein GAFA-1
isoform Iso 1 PE=4"
1683	NX_Q96PT3-1	2	-0.73756345177665	"NX_Q96PT3-1 nP20K
DUX5 DUX5 Double
homeobox protein 5
isoform Iso 1 PE=2"
1684	NX_Q96PT4-1	2	-0.7035532994923861	"NX_Q96PT4-1 nP20K
DUX3 DUX3 Putative
double homeobox
protein 3 isoform
Iso 1 PE=2"
1685	NX_Q96Q91-1	2	0.14394710071210565	"NX_Q96Q91-1 nP20K
SLC4A9 SLC4A9 Anion
exchange protein 4
isoform Iso 1 PE=2"
1686	NX_Q96QU4-1	2	-0.9158273381294959	"NX_Q96QU4-1 nP20K
FRG2B FRG2B Protein
FRG2-like-1 isoform
Iso 1 PE=2"
1687	NX_Q96QZ0-1	2	0.2040816326530611	"NX_Q96QZ0-1 nP20K
PANX3 PANX3
Pannexin-3 isoform
Iso 1 PE=2"
1688	NX_Q96R08-1	2	0.7095541401273888	"NX_Q96R08-1 nP20K
OR5B12 OR5B12
Olfactory receptor
5B12 isoform Iso 1
PE=2"
1689	NX_Q96R09-1	2	0.7695792880258905	"NX_Q96R09-1 nP20K
OR5B2 OR5B2
Olfactory receptor
5B2 isoform Iso 1
PE=2"
1690	NX_Q96R27-1	2	0.758842443729904	"NX_Q96R27-1 nP20K
OR2M4 OR2M4
Olfactory receptor
2M4 isoform Iso 1
PE=2"
1691	NX_Q96R28-1	3	0.8132564841498565	"NX_Q96R28-1 nP20K
OR2M2 OR2M2
Olfactory receptor
2M2 isoform Iso 1
PE=3"
1692	NX_Q96R30-1	2	0.7219047619047627	"NX_Q96R30-1 nP20K
OR2V2 OR2V2
Olfactory receptor
2V2 isoform Iso 1
PE=2"
1693	NX_Q96R45-1	2	0.8164516129032267	"NX_Q96R45-1 nP20K
OR2A7 OR2A7
Olfactory receptor
2A7 isoform Iso 1
PE=2"
1694	NX_Q96R47-1	2	0.7293548387096782	"NX_Q96R47-1 nP20K
OR2A14 OR2A14
Olfactory receptor
2A14 isoform Iso 1
PE=2"
1695	NX_Q96R48-1	2	0.6633440514469459	"NX_Q96R48-1 nP20K
OR2A5 OR2A5
Olfactory receptor
2A5 isoform Iso 1
PE=2"
1696	NX_Q96R54-1	2	0.9398089171974523	"NX_Q96R54-1 nP20K
OR14A2 OR14A2
Olfactory receptor
14A2 isoform Iso 1
PE=2"
1697	NX_Q96R67-1	2	0.8779935275080912	"NX_Q96R67-1 nP20K
OR4C12 OR4C12
Olfactory receptor
4C12 isoform Iso 1
PE=2"
